3200135|24455|9460|2|23|31727.35|0.09|0.08|N|O|1998-05-31|1998-07-26|1998-06-24|COLLECT_COD|RAIL
3200135|13191|5693|3|29|32021.51|0.00|0.08|N|O|1998-07-19|1998-07-27|1998-08-09|COLLECT_COD|FOB
3200135|100126|5147|4|21|23648.52|0.10|0.00|N|O|1998-05-23|1998-06-13|1998-06-14|TAKE_BACK_RETURN|TRUCK
3200135|16511|6512|5|15|21412.65|0.10|0.02|N|O|1998-08-12|1998-06-21|1998-09-07|COLLECT_COD|FOB
3200135|98123|3142|6|45|50450.40|0.05|0.01|N|O|1998-08-25|1998-06-20|1998-09-17|COLLECT_COD|TRUCK
3200135|140779|3294|7|39|70971.03|0.01|0.03|N|O|1998-08-08|1998-06-11|1998-09-02|NONE|REG_AIR
3200160|37366|4876|1|30|39100.80|0.06|0.05|N|O|1997-11-04|1997-12-05|1997-11-07|NONE|RAIL
3200160|196181|6182|2|16|20434.88|0.00|0.07|N|O|1997-11-04|1997-12-13|1997-11-18|TAKE_BACK_RETURN|MAIL
3200160|13739|6241|3|32|52887.36|0.01|0.08|N|O|1997-11-15|1997-12-15|1997-12-02|COLLECT_COD|SHIP
3200160|105782|8293|4|46|82237.88|0.01|0.08|N|O|1998-01-13|1997-12-21|1998-01-30|TAKE_BACK_RETURN|AIR
3200160|71978|9500|5|45|87748.65|0.01|0.06|N|O|1998-02-18|1997-11-29|1998-03-12|COLLECT_COD|TRUCK
3200161|116561|1584|1|4|6310.24|0.10|0.03|N|O|1997-01-09|1997-02-03|1997-01-23|COLLECT_COD|AIR
3200161|36944|9448|2|16|30095.04|0.07|0.03|N|O|1997-03-13|1997-02-23|1997-03-14|NONE|FOB
3200161|116221|6222|3|45|55674.90|0.04|0.05|N|O|1997-02-12|1997-01-03|1997-03-08|DELIVER_IN_PERSON|REG_AIR
3200161|115989|8501|4|21|42104.58|0.06|0.08|N|O|1997-03-05|1997-01-26|1997-03-28|TAKE_BACK_RETURN|TRUCK
3200162|116735|1758|1|2|3503.46|0.10|0.07|N|O|1995-06-27|1995-04-29|1995-07-13|TAKE_BACK_RETURN|SHIP
3200162|164401|9434|2|40|58616.00|0.01|0.07|R|F|1995-05-09|1995-05-12|1995-05-24|NONE|FOB
3200162|78491|3506|3|36|52901.64|0.09|0.08|R|F|1995-05-07|1995-05-10|1995-06-05|TAKE_BACK_RETURN|MAIL
3200162|188998|4035|4|30|62609.70|0.01|0.01|R|F|1995-04-06|1995-06-19|1995-04-29|DELIVER_IN_PERSON|TRUCK
3200162|84076|1601|5|24|25441.68|0.04|0.01|R|F|1995-04-08|1995-05-19|1995-05-05|TAKE_BACK_RETURN|FOB
3200162|60047|5060|6|14|14098.56|0.00|0.06|R|F|1995-05-28|1995-04-28|1995-06-17|COLLECT_COD|SHIP
3200162|6776|9277|7|5|8413.85|0.08|0.03|A|F|1995-05-02|1995-05-31|1995-05-19|NONE|FOB
3200163|187818|5373|1|22|41927.82|0.03|0.03|N|O|1997-10-21|1997-10-22|1997-10-31|TAKE_BACK_RETURN|AIR
3200163|53490|5996|2|34|49078.66|0.07|0.00|N|O|1997-10-21|1997-11-08|1997-11-11|TAKE_BACK_RETURN|FOB
3200163|2615|7616|3|20|30352.20|0.07|0.05|N|O|1997-11-28|1997-11-01|1997-12-16|COLLECT_COD|FOB
3200163|147229|4772|4|31|39562.82|0.08|0.00|N|O|1997-12-13|1997-11-01|1997-12-21|COLLECT_COD|SHIP
3200163|63777|3778|5|35|60926.95|0.04|0.00|N|O|1997-12-23|1997-11-25|1998-01-07|TAKE_BACK_RETURN|AIR
3200163|84558|2083|6|31|47819.05|0.00|0.05|N|O|1997-10-22|1997-11-18|1997-11-03|DELIVER_IN_PERSON|FOB
3200163|153377|8408|7|35|50062.95|0.10|0.00|N|O|1997-10-25|1997-11-29|1997-11-07|NONE|FOB
3200164|101471|9002|1|7|10307.29|0.07|0.02|R|F|1995-04-24|1995-03-13|1995-05-02|NONE|MAIL
3200164|15117|5118|2|32|33027.52|0.07|0.06|A|F|1995-02-12|1995-02-16|1995-03-10|DELIVER_IN_PERSON|MAIL
3200164|56312|1323|3|44|55805.64|0.05|0.02|A|F|1995-02-13|1995-02-13|1995-02-16|TAKE_BACK_RETURN|MAIL
3200164|32833|5337|4|14|24721.62|0.07|0.01|A|F|1995-03-23|1995-03-01|1995-04-07|TAKE_BACK_RETURN|REG_AIR
3200164|14860|2364|5|33|58570.38|0.02|0.03|R|F|1995-02-22|1995-02-26|1995-02-24|NONE|SHIP
3200164|149444|1959|6|35|52270.40|0.00|0.04|A|F|1995-03-24|1995-02-08|1995-03-29|COLLECT_COD|SHIP
3200165|21212|6217|1|40|45328.40|0.08|0.01|N|O|1996-04-28|1996-06-10|1996-04-30|TAKE_BACK_RETURN|RAIL
3200165|104934|2465|2|38|73679.34|0.01|0.06|N|O|1996-04-30|1996-06-08|1996-05-25|DELIVER_IN_PERSON|TRUCK
3200165|14118|4119|3|19|19610.09|0.00|0.06|N|O|1996-07-21|1996-06-26|1996-08-18|DELIVER_IN_PERSON|RAIL
3200165|69378|4391|4|45|60631.65|0.07|0.06|N|O|1996-05-27|1996-06-07|1996-06-23|COLLECT_COD|AIR
3200165|26596|9099|5|44|66993.96|0.05|0.00|N|O|1996-04-25|1996-05-22|1996-05-06|TAKE_BACK_RETURN|TRUCK
3200166|143043|3044|1|26|28237.04|0.04|0.08|A|F|1992-04-29|1992-05-24|1992-05-04|COLLECT_COD|SHIP
3200166|115741|3275|2|34|59729.16|0.04|0.05|R|F|1992-06-17|1992-05-17|1992-07-03|COLLECT_COD|TRUCK
3200166|53279|8290|3|37|45593.99|0.03|0.03|R|F|1992-04-19|1992-05-22|1992-05-01|COLLECT_COD|MAIL
3200166|52501|5007|4|28|40698.00|0.00|0.04|A|F|1992-04-16|1992-04-10|1992-04-26|NONE|AIR
3200166|170072|7624|5|50|57103.50|0.03|0.05|R|F|1992-04-28|1992-05-20|1992-05-14|NONE|TRUCK
3200167|129621|4646|1|7|11554.34|0.10|0.01|N|O|1998-07-26|1998-06-17|1998-08-25|COLLECT_COD|AIR
3200167|128705|8706|2|3|5201.10|0.04|0.04|N|O|1998-06-16|1998-05-07|1998-06-25|COLLECT_COD|REG_AIR
3200167|141359|3874|3|46|64416.10|0.10|0.02|N|O|1998-06-26|1998-05-31|1998-07-07|TAKE_BACK_RETURN|MAIL
3200192|168671|8672|1|43|74805.81|0.05|0.01|R|F|1994-12-11|1994-10-15|1994-12-29|DELIVER_IN_PERSON|TRUCK
3200192|49387|9388|2|23|30736.74|0.09|0.05|A|F|1994-09-13|1994-10-15|1994-10-11|COLLECT_COD|REG_AIR
3200192|37390|4900|3|5|6636.95|0.03|0.02|A|F|1994-10-10|1994-10-18|1994-11-07|TAKE_BACK_RETURN|SHIP
3200192|1586|4087|4|13|19338.54|0.02|0.07|A|F|1994-08-14|1994-11-09|1994-08-24|TAKE_BACK_RETURN|REG_AIR
3200192|44857|4858|5|34|61262.90|0.02|0.06|A|F|1994-12-10|1994-11-07|1994-12-30|DELIVER_IN_PERSON|TRUCK
3200192|110351|5374|6|15|20420.25|0.05|0.04|R|F|1994-08-29|1994-10-30|1994-09-10|TAKE_BACK_RETURN|SHIP
3200192|57082|2093|7|48|49875.84|0.05|0.04|R|F|1994-10-12|1994-10-29|1994-11-05|DELIVER_IN_PERSON|SHIP
3200193|189323|4360|1|38|53668.16|0.08|0.05|N|O|1995-08-19|1995-09-19|1995-09-12|COLLECT_COD|REG_AIR
3200193|141007|1008|2|15|15720.00|0.06|0.03|N|O|1995-11-11|1995-09-12|1995-12-01|TAKE_BACK_RETURN|RAIL
3200193|103907|6418|3|12|22930.80|0.01|0.04|N|O|1995-10-19|1995-08-28|1995-11-05|COLLECT_COD|FOB
3200194|45671|680|1|38|61433.46|0.05|0.02|N|O|1997-02-15|1997-02-09|1997-02-27|NONE|FOB
3200195|154049|6565|1|20|22060.80|0.06|0.02|R|F|1994-02-26|1994-01-04|1994-03-26|COLLECT_COD|MAIL
3200195|89141|9142|2|1|1130.14|0.04|0.01|A|F|1993-12-22|1993-12-15|1994-01-13|NONE|RAIL
3200195|180441|442|3|3|4564.32|0.09|0.05|A|F|1994-02-21|1993-12-14|1994-03-18|COLLECT_COD|RAIL
3200196|180851|8406|1|26|50228.10|0.06|0.07|A|F|1994-07-29|1994-06-29|1994-07-31|DELIVER_IN_PERSON|TRUCK
3200197|74367|6875|1|14|18779.04|0.06|0.02|N|O|1996-09-24|1996-09-23|1996-10-11|COLLECT_COD|RAIL
3200197|74137|9152|2|48|53334.24|0.07|0.06|N|O|1996-08-02|1996-07-29|1996-08-22|NONE|REG_AIR
3200197|19286|1788|3|31|37363.68|0.08|0.05|N|O|1996-09-20|1996-08-30|1996-10-03|COLLECT_COD|MAIL
3200197|128964|6501|4|7|13950.72|0.07|0.01|N|O|1996-09-12|1996-09-02|1996-10-10|COLLECT_COD|AIR
