1999526|52045|7056|1|21|20937.84|0.00|0.01|N|O|1997-11-29|1998-01-24|1997-12-25|COLLECT_COD|RAIL
1999526|112567|101|2|36|56864.16|0.07|0.07|N|O|1997-12-14|1998-01-16|1997-12-23|COLLECT_COD|SHIP
1999526|110728|3240|3|10|17387.20|0.01|0.07|N|O|1998-03-02|1998-01-14|1998-03-03|TAKE_BACK_RETURN|MAIL
1999527|175803|3355|1|32|60121.60|0.09|0.03|N|O|1997-01-03|1996-11-28|1997-01-31|DELIVER_IN_PERSON|TRUCK
1999527|105323|344|2|41|54461.12|0.06|0.06|N|O|1996-10-29|1996-10-17|1996-11-14|TAKE_BACK_RETURN|MAIL
1999527|162302|9851|3|28|38200.40|0.04|0.00|N|O|1997-01-12|1996-11-10|1997-02-02|COLLECT_COD|TRUCK
1999552|20781|5786|1|8|13614.24|0.10|0.06|N|O|1997-06-14|1997-06-30|1997-06-25|DELIVER_IN_PERSON|RAIL
1999553|125307|7820|1|9|11990.70|0.04|0.03|R|F|1992-08-19|1992-09-06|1992-09-12|TAKE_BACK_RETURN|TRUCK
1999553|31732|1733|2|8|13309.84|0.10|0.06|A|F|1992-09-23|1992-08-23|1992-10-02|TAKE_BACK_RETURN|TRUCK
1999553|111440|8974|3|45|65314.80|0.09|0.04|R|F|1992-09-15|1992-07-14|1992-09-21|COLLECT_COD|TRUCK
1999553|170282|7834|4|4|5409.12|0.06|0.06|R|F|1992-09-04|1992-08-05|1992-09-25|COLLECT_COD|REG_AIR
1999553|118325|3348|5|24|32239.68|0.03|0.03|R|F|1992-06-20|1992-08-06|1992-07-16|COLLECT_COD|MAIL
1999553|80636|3145|6|24|38799.12|0.00|0.04|A|F|1992-09-22|1992-07-18|1992-09-27|DELIVER_IN_PERSON|AIR
1999553|39777|9778|7|43|73821.11|0.10|0.05|A|F|1992-09-21|1992-08-17|1992-10-04|TAKE_BACK_RETURN|RAIL
1999554|95134|5135|1|28|31615.64|0.03|0.05|N|O|1997-05-01|1997-06-11|1997-05-03|COLLECT_COD|REG_AIR
1999554|111548|4060|2|7|10916.78|0.05|0.07|N|O|1997-05-09|1997-04-26|1997-05-18|DELIVER_IN_PERSON|MAIL
1999554|184384|4385|3|21|30835.98|0.03|0.06|N|O|1997-03-16|1997-05-29|1997-03-30|COLLECT_COD|MAIL
1999555|198998|6556|1|35|73394.65|0.05|0.08|A|F|1992-10-24|1992-09-26|1992-11-12|TAKE_BACK_RETURN|SHIP
1999555|148024|5567|2|47|50384.94|0.08|0.01|R|F|1992-10-11|1992-10-10|1992-11-06|TAKE_BACK_RETURN|SHIP
1999556|49281|9282|1|44|54132.32|0.00|0.07|N|O|1997-12-21|1997-12-14|1997-12-25|TAKE_BACK_RETURN|SHIP
1999556|62001|7014|2|49|47187.00|0.00|0.03|N|O|1997-12-18|1997-12-12|1997-12-30|NONE|RAIL
1999556|48959|8960|3|7|13355.65|0.09|0.00|N|O|1997-11-24|1998-01-11|1997-12-04|TAKE_BACK_RETURN|REG_AIR
1999556|44333|9342|4|41|52370.53|0.04|0.04|N|O|1997-12-06|1997-12-08|1997-12-10|NONE|RAIL
1999557|184543|9580|1|40|65101.60|0.09|0.05|N|O|1998-02-05|1998-03-21|1998-02-21|TAKE_BACK_RETURN|RAIL
1999557|1575|6576|2|14|20671.98|0.03|0.01|N|O|1998-04-08|1998-01-30|1998-04-13|NONE|SHIP
1999557|70461|2969|3|37|52964.02|0.01|0.06|N|O|1998-03-03|1998-02-15|1998-03-12|DELIVER_IN_PERSON|AIR
1999557|27510|5017|4|38|54625.38|0.06|0.06|N|O|1998-03-20|1998-01-24|1998-04-04|NONE|TRUCK
1999557|152566|7597|5|15|24278.40|0.03|0.02|N|O|1997-12-26|1998-03-06|1998-01-16|NONE|AIR
1999557|172484|36|6|40|62259.20|0.09|0.08|N|O|1998-03-09|1998-02-17|1998-03-12|NONE|SHIP
1999557|128778|6315|7|15|27101.55|0.09|0.04|N|O|1998-03-27|1998-02-23|1998-04-11|COLLECT_COD|AIR
1999558|83573|1098|1|41|63819.37|0.07|0.07|N|O|1998-06-14|1998-06-29|1998-06-23|COLLECT_COD|SHIP
1999559|169819|2336|1|41|77441.21|0.10|0.07|N|O|1998-07-26|1998-05-12|1998-07-31|NONE|FOB
1999559|140844|8387|2|4|7539.36|0.06|0.08|N|O|1998-06-14|1998-06-18|1998-06-26|NONE|RAIL
1999559|156440|8956|3|37|55368.28|0.00|0.01|N|O|1998-04-07|1998-06-05|1998-04-30|NONE|FOB
1999559|81787|9312|4|30|53063.40|0.10|0.04|N|O|1998-05-27|1998-05-31|1998-06-02|COLLECT_COD|REG_AIR
1999559|189730|2249|5|23|41853.79|0.00|0.08|N|O|1998-07-07|1998-05-24|1998-08-05|NONE|MAIL
1999559|176525|6526|6|22|35233.44|0.07|0.05|N|O|1998-07-01|1998-05-04|1998-07-06|DELIVER_IN_PERSON|AIR
1999584|141536|9079|1|29|45748.37|0.06|0.01|R|F|1994-10-17|1994-12-30|1994-10-30|COLLECT_COD|AIR
1999584|180594|3113|2|39|65309.01|0.10|0.08|R|F|1995-01-23|1994-12-01|1995-01-29|NONE|MAIL
1999584|39316|4323|3|45|56488.95|0.01|0.02|R|F|1994-12-29|1994-12-03|1995-01-08|TAKE_BACK_RETURN|REG_AIR
1999584|172546|98|4|26|42082.04|0.00|0.06|R|F|1994-10-21|1994-11-09|1994-10-28|NONE|TRUCK
1999584|178215|8216|5|31|40089.51|0.05|0.05|R|F|1994-12-05|1994-12-20|1994-12-09|DELIVER_IN_PERSON|AIR
1999584|58816|6332|6|39|69217.59|0.00|0.04|R|F|1994-12-02|1994-12-20|1994-12-25|NONE|AIR
1999585|163299|3300|1|35|47680.15|0.10|0.02|N|O|1997-06-03|1997-04-29|1997-06-28|COLLECT_COD|SHIP
1999585|155389|7905|2|8|11555.04|0.04|0.08|N|O|1997-06-07|1997-04-19|1997-07-06|TAKE_BACK_RETURN|FOB
1999586|31486|8996|1|28|39689.44|0.02|0.01|N|O|1998-06-07|1998-03-19|1998-06-18|DELIVER_IN_PERSON|REG_AIR
1999586|182201|4720|2|49|62876.80|0.10|0.07|N|O|1998-03-13|1998-04-24|1998-03-15|DELIVER_IN_PERSON|TRUCK
1999587|56972|9478|1|47|90661.59|0.05|0.04|N|O|1997-12-14|1997-12-27|1997-12-25|NONE|RAIL
1999587|116930|6931|2|3|5840.79|0.00|0.01|N|O|1998-02-01|1998-01-06|1998-02-09|COLLECT_COD|SHIP
1999587|33626|1136|3|21|32752.02|0.03|0.02|N|O|1998-01-12|1998-01-13|1998-01-25|COLLECT_COD|MAIL
1999588|156637|6638|1|32|54196.16|0.03|0.06|N|O|1998-04-24|1998-03-13|1998-05-23|DELIVER_IN_PERSON|MAIL
1999588|192517|75|2|7|11266.57|0.02|0.03|N|O|1998-01-09|1998-03-14|1998-02-07|TAKE_BACK_RETURN|TRUCK
1999589|150110|5141|1|49|56845.39|0.00|0.03|R|F|1995-02-08|1995-04-11|1995-02-18|NONE|REG_AIR
1999589|89482|7007|2|22|32372.56|0.00|0.00|R|F|1995-03-10|1995-03-07|1995-04-07|TAKE_BACK_RETURN|MAIL
1999589|111613|1614|3|13|21119.93|0.08|0.06|R|F|1995-03-19|1995-03-06|1995-04-14|DELIVER_IN_PERSON|AIR
1999589|66970|1983|4|13|25180.61|0.02|0.03|A|F|1995-05-07|1995-04-30|1995-05-20|NONE|FOB
1999589|152935|2936|5|8|15903.44|0.06|0.08|R|F|1995-03-22|1995-03-23|1995-03-26|TAKE_BACK_RETURN|MAIL
1999590|63454|3455|1|41|58115.45|0.09|0.01|R|F|1992-03-12|1992-04-07|1992-03-28|DELIVER_IN_PERSON|SHIP
1999590|67979|7980|2|5|9734.85|0.04|0.02|R|F|1992-04-03|1992-03-02|1992-04-10|DELIVER_IN_PERSON|MAIL
1999591|166650|9167|1|40|68666.00|0.02|0.02|A|F|1992-04-09|1992-04-23|1992-04-14|DELIVER_IN_PERSON|TRUCK
1999591|73806|8821|2|48|85430.40|0.01|0.02|R|F|1992-03-25|1992-04-06|1992-04-16|DELIVER_IN_PERSON|FOB
1999591|53327|8338|3|12|15363.84|0.02|0.06|A|F|1992-04-04|1992-04-23|1992-04-29|DELIVER_IN_PERSON|AIR
1999591|58485|3496|4|15|21652.20|0.05|0.03|A|F|1992-05-17|1992-05-30|1992-05-22|TAKE_BACK_RETURN|FOB
1999591|152416|9962|5|38|55799.58|0.03|0.04|R|F|1992-04-09|1992-05-23|1992-04-15|COLLECT_COD|TRUCK
1999591|40956|8469|6|6|11381.70|0.00|0.08|R|F|1992-03-28|1992-04-27|1992-03-30|TAKE_BACK_RETURN|REG_AIR
1999616|93481|8500|1|23|33913.04|0.06|0.07|A|F|1993-01-01|1993-01-07|1993-01-24|TAKE_BACK_RETURN|AIR
1999616|124012|4013|2|15|15540.15|0.00|0.01|R|F|1993-02-07|1993-02-03|1993-02-16|TAKE_BACK_RETURN|FOB
1999616|57121|4637|3|22|23718.64|0.00|0.04|R|F|1993-03-10|1993-02-10|1993-03-28|TAKE_BACK_RETURN|AIR
1999616|30353|5360|4|2|2566.70|0.03|0.07|A|F|1993-01-01|1993-01-03|1993-01-11|NONE|TRUCK
1999616|131212|1213|5|39|48485.19|0.00|0.00|R|F|1992-12-26|1993-01-15|1993-01-02|TAKE_BACK_RETURN|REG_AIR
1999616|76136|3658|6|14|15569.82|0.01|0.07|R|F|1992-12-08|1992-12-25|1993-01-07|NONE|REG_AIR
1999617|189458|4495|1|1|1547.45|0.04|0.03|R|F|1992-11-06|1992-10-16|1992-11-20|NONE|MAIL
1999617|6838|6839|2|27|47110.41|0.08|0.01|R|F|1992-10-27|1992-10-11|1992-11-21|TAKE_BACK_RETURN|SHIP
1999617|124643|2180|3|1|1667.64|0.02|0.08|R|F|1992-11-01|1992-10-09|1992-11-21|NONE|AIR
1999617|74595|7103|4|33|51796.47|0.04|0.00|R|F|1992-12-22|1992-10-02|1992-12-29|NONE|RAIL
1999617|103113|644|5|33|36831.63|0.08|0.06|R|F|1992-10-24|1992-10-02|1992-10-29|NONE|FOB
1999618|117434|7435|1|31|44994.33|0.06|0.01|A|F|1994-05-03|1994-02-18|1994-05-11|COLLECT_COD|RAIL
1999618|97905|2924|2|27|51378.30|0.00|0.03|R|F|1994-03-01|1994-03-13|1994-03-06|DELIVER_IN_PERSON|REG_AIR
1999618|81995|7012|3|8|15815.92|0.01|0.00|A|F|1994-01-14|1994-04-03|1994-02-10|TAKE_BACK_RETURN|RAIL
1999618|89377|6902|4|2|2732.74|0.09|0.06|A|F|1994-03-24|1994-02-14|1994-04-04|DELIVER_IN_PERSON|MAIL
1999618|145409|7924|5|32|46540.80|0.01|0.08|R|F|1994-03-11|1994-03-13|1994-04-10|DELIVER_IN_PERSON|TRUCK
1999618|87091|7092|6|6|6468.54|0.08|0.07|A|F|1994-03-30|1994-03-03|1994-04-10|TAKE_BACK_RETURN|TRUCK
1999619|192602|5122|1|38|64394.80|0.07|0.01|N|O|1997-01-04|1997-01-22|1997-01-20|COLLECT_COD|REG_AIR
1999619|49092|1597|2|9|9369.81|0.00|0.04|N|O|1997-02-22|1997-01-28|1997-03-07|DELIVER_IN_PERSON|AIR
1999619|82767|7784|3|20|34995.20|0.02|0.06|N|O|1997-02-21|1997-01-02|1997-03-23|COLLECT_COD|SHIP
1999619|63429|3430|4|41|57089.22|0.00|0.02|N|O|1997-01-14|1997-01-31|1997-01-15|NONE|FOB
1999619|45867|876|5|44|79765.84|0.02|0.05|N|O|1997-01-23|1997-01-10|1997-01-31|TAKE_BACK_RETURN|SHIP
1999619|80364|5381|6|25|33609.00|0.05|0.06|N|O|1996-12-17|1997-01-09|1996-12-27|NONE|TRUCK
1999620|160682|3199|1|20|34853.60|0.01|0.07|R|F|1993-06-26|1993-06-25|1993-06-28|DELIVER_IN_PERSON|AIR
1999620|176211|1246|2|26|33467.46|0.05|0.04|R|F|1993-04-28|1993-05-06|1993-05-23|TAKE_BACK_RETURN|AIR
1999620|164964|4965|3|10|20289.60|0.08|0.03|R|F|1993-05-16|1993-06-10|1993-05-21|COLLECT_COD|TRUCK
