4199651|59757|2263|3|37|63519.75|0.00|0.05|N|O|1995-09-20|1995-10-21|1995-10-13|DELIVER_IN_PERSON|RAIL
4199652|155530|8046|1|16|25368.48|0.09|0.08|R|F|1994-07-24|1994-08-17|1994-08-02|COLLECT_COD|FOB
4199652|185421|7940|2|9|13557.78|0.02|0.06|R|F|1994-08-19|1994-09-09|1994-08-23|DELIVER_IN_PERSON|RAIL
4199652|160319|5352|3|38|52413.78|0.09|0.02|R|F|1994-07-26|1994-08-15|1994-08-18|COLLECT_COD|MAIL
4199653|38281|3288|1|25|30482.00|0.01|0.05|R|F|1993-01-09|1992-12-27|1993-01-21|NONE|AIR
4199653|180385|2904|2|24|35169.12|0.05|0.02|R|F|1992-12-29|1993-01-20|1993-01-15|DELIVER_IN_PERSON|FOB
4199653|118054|8055|3|50|53602.50|0.04|0.03|R|F|1993-02-02|1993-02-04|1993-02-10|TAKE_BACK_RETURN|TRUCK
4199653|122599|7624|4|44|71349.96|0.10|0.08|A|F|1993-01-26|1993-01-20|1993-02-02|NONE|MAIL
4199654|18217|719|1|33|37461.93|0.03|0.07|R|F|1992-08-03|1992-07-07|1992-08-27|TAKE_BACK_RETURN|TRUCK
4199654|164972|4973|2|5|10184.85|0.06|0.02|A|F|1992-08-08|1992-07-02|1992-08-14|DELIVER_IN_PERSON|TRUCK
4199654|80538|539|3|45|68333.85|0.01|0.04|A|F|1992-06-21|1992-07-24|1992-06-29|DELIVER_IN_PERSON|SHIP
4199654|196666|4224|4|48|84607.68|0.03|0.05|R|F|1992-08-29|1992-08-16|1992-09-06|NONE|MAIL
4199655|181866|1867|1|26|50644.36|0.05|0.03|N|O|1996-04-24|1996-03-30|1996-05-05|NONE|TRUCK
4199655|13883|1387|2|15|26953.20|0.10|0.02|N|O|1996-05-01|1996-03-15|1996-05-14|NONE|RAIL
4199680|174455|9490|1|16|24471.20|0.06|0.08|N|O|1998-06-21|1998-04-15|1998-06-25|DELIVER_IN_PERSON|REG_AIR
